title_pt;title_en;year;rating;genre;sinopse;sinopse_enriched;Cluster
Top Gun: Maverick;Top Gun: Maverick;2022;8.3;Ação;Após mais de trinta anos de serviço como um dos melhores aviadores da Marinha, Pete Mitchell está onde pertence, ultrapassando os limites como um piloto de teste intrépido e evitando a promoção de posto que o manteria em terra.;Após mais de três décadas desafiando os céus como um dos mais audaciosos aviadores da Marinha, Pete Mitchell encontra-se no seu verdadeiro elemento, desbravando os limites da aviação como um piloto de teste audacioso. Com coragem inabalável, ele escapa das amarras de uma promoção que o manteria em solo, preferindo a adrenalina das nuvens à segurança da terra firme. Em um mundo onde cada manobra pode ser a diferença entre a vida e a morte, sua jornada se transforma em uma batalha contra o tempo, onde apenas os destemidos sobrevivem. Prepare-se para voar mais alto do que nunca!;3
Por uns Dólares a Mais;For a Few Dollars More;1965;8.2;Drama;Dois caçadores de recompensas com as mesmas intenções se reúnem para encontrar um criminoso ocidental.;Em um vasto deserto repleto de traições e segredos, dois caçadores de recompensas, movidos pela mesma sede de vingança, se cruzam em uma jornada implacável. Unidos por um objetivo comum, mas dilacerados por suas ambições, eles devem enfrentar não apenas o criminoso que buscam, mas também os demônios que carregam dentro de si. Em meio a balas e areia, um confronto épico se aproxima, onde a verdadeira natureza do homem será revelada. Quem sairá vitorioso nesta dança mortal entre a justiça e a ambição?;3
Batman Begins;Batman Begins;2005;8.2;Ação;Depois do treinamento, Batman comença a luta contra o crime e corrupçao en Gotham.;Após anos de intenso treinamento nas sombras, o Cavaleiro das Trevas emerge para enfrentar a corrupção e o crime que consumiram Gotham. Em uma cidade mergulhada no caos, ele se torna a última linha de defesa entre a esperança e a desolação. Com cada golpe desferido, Batman luta não apenas contra vilões, mas contra os próprios demônios que o assombram. A batalha pelo futuro de Gotham começa, e o destino da cidade está em suas mãos.;4
Quanto Mais Quente Melhor;Some Like It Hot;1959;8.2;Comédia;Dos músicos son testigos de un crimen y se dan a la fuga disfrazados de mujeres en una banda femenina, pero las cosas se complican.;Em uma noite fatídica, dois músicos se tornam involuntários testemunhas de um crime brutal e, em uma tentativa desesperada de escapar, se disfarçam de mulheres em uma ousada banda feminina. No entanto, à medida que se aprofundam nesse mundo inesperado, segredos obscuros e perigosos começam a surgir, complicando sua fuga. Entre risos, tensão e reviravoltas, eles descobrirão que a música pode ser tanto uma salvação quanto uma armadilha mortal. A adrenalina da sobrevivência nunca soou tão bem!;2
O Garoto;The Kid;1921;8.2;Comédia;Um mendigo cuida de uma criança abandonada, mas os eventos ameaçam esse relacionamento.;Em meio às sombras de uma cidade indiferente, um mendigo solitário encontra esperança ao acolher uma criança abandonada, formando um laço inquebrável que desafia as adversidades. No entanto, forças obscuras e implacáveis ameaçam desmantelar esse vínculo precioso, colocando à prova o amor e a resiliência de ambos. Quando o passado ressurge, eles devem lutar não apenas pela sobrevivência, mas pela chance de um futuro juntos. Prepare-se para uma jornada emocionante, onde a lealdade e o sacrifício se entrelaçam em um destino inesperado.;1
O Lobo de Wall Street;The Wolf of Wall Street;2013;8.2;Biografia;Baseada na verdadeira história de Jordan Belfort, desde sua ascensão como corretor de valores até a sua queda e envolvimento no crime e corrupção com o governo.;Em uma jornada eletrizante, conheça a extraordinária trajetória de Jordan Belfort, um ambicioso corretor de valores que alcança as alturas da riqueza e do poder. Mas sob o brilho do sucesso, sombras de crime e corrupção começam a se formar, ameaçando destruir tudo o que ele conquistou. À medida que sua vida se transforma em um jogo perigoso com o governo, cada decisão pode ser a última. Prepare-se para uma montanha-russa de emoções, onde o sonho americano se transforma em um pesadelo deslumbrante.;2
Meu Pai;The Father;2020;8.2;Drama;Um homem recusa toda a ajuda de sua filha à medida que envelhece. Ao tentar entender as mudanças nas circunstâncias, ele começa a duvidar dos seus entes queridos, da sua própria mente e até mesmo da estrutura de sua realidade.;À medida que os anos pesam sobre seus ombros, um homem se recusa a aceitar a mão estendida de sua filha, mergulhando em um abismo de solidão e desconfiança. Com cada dia que passa, sua mente se torna um labirinto de incertezas, onde as vozes de seus entes queridos ecoam como sombras traiçoeiras. Em uma jornada angustiante para desvendar a verdade, ele se vê questionando não apenas o amor que o rodeia, mas a própria essência da sua realidade. Nesta emocionante odisséia, um homem lutará contra seus demônios internos e buscará a luz em meio à escuridão.;1
Green Book: O Guia;Green Book;2018;8.2;Biografia;Um valentão ítalo-americano se torna o motorista de um pianista afro-americano em um tour no sul dos Estados Unidos nos anos sessenta.;Em uma época marcada pela segregação e preconceito, um valentão ítalo-americano é forçado a deixar para trás suas convicções e se torna o motorista de um talentoso pianista afro-americano em uma jornada transformadora pelo sul dos Estados Unidos nos anos sessenta. Juntos, eles enfrentarão não apenas a estrada cheia de desafios, mas também os fantasmas de um passado que os une e os divide. À medida que suas vidas se entrelaçam, eles descobrirão que a verdadeira coragem reside na amizade e na luta por igualdade. Uma odisséia de música, superação e redenção que mudará para sempre seus destinos.;0
A Malvada;All About Eve;1950;8.2;Drama;Uma ingênua se insinua na vida de uma atriz de teatro, e de seu círculo de amigas de teatro.;Em meio aos holofotes e sombras do palco, uma jovem ingênua se infiltra na vida de uma renomada atriz de teatro, seduzindo não apenas os aplausos, mas também os segredos obscuros que permeiam o círculo de amigas. À medida que a linha entre a realidade e a ficção se torna cada vez mais tênue, alianças inesperadas e traições ameaçam desmoronar o mundo glamouroso que elas conhecem. Prepare-se para uma jornada de ambição, ciúmes e revelações que deixará todos à beira do abismo. O espetáculo está prestes a começar, mas quem realmente brilhará sob as luzes?;0
Julgamento em Nuremberg;Judgment at Nuremberg;1961;8.3;Drama;Em 1948, um tribunal dos Estados Unidos na Alemanha ocupada julga quatro nazistas por crimes de guerra.;Em meio às sombras da Alemanha ocupada em 1948, um tribunal americano se torna o palco de um embate titânico, onde quatro nazistas enfrentam o peso de seus crimes atrozes. À medida que os detalhes horripilantes vêm à tona, a busca por justiça revela verdades que abalam as fundações da humanidade. O destino desses homens cruéis se entrelaça com o clamor por um futuro redentor, onde cada testemunho ecoa como um grito por esperança. Prepare-se para uma batalha legal que transcende o tempo e desafia as fronteiras do perdão.;4
O Show de Truman: O Show da Vida;The Truman Show;1998;8.2;Comédia;Um vendedor de seguros descobre que sua vida é um programa de televisão.;Em um mundo onde a realidade se confunde com a ficção, um vendedor de seguros é confrontado com uma revelação chocante: sua existência não passa de um elaborado programa de televisão. À medida que os holofotes se acendem e a verdade se desenrola, ele luta para desvendar os mistérios que cercam sua vida fabricada. Agora, ele deve decidir entre continuar vivendo como uma marionete ou lutar por sua liberdade e a autenticidade que sempre desejou. Prepare-se para uma jornada de autodescoberta que desafia os limites da realidade!;0
Ran;Ran;1985;8.2;Ação;No Japão medieval, um senhor feudal decide abdicar e entregar seus domínios aos seus três filhos. Mas ele não é capaz de ver que esses novos poderes irão corrompê-los e levá-los a enfrentar um ao outro, e contra ele.;Em um Japão medieval repleto de intrigas e ambições, um poderoso senhor feudal toma a decisão drástica de abdicar e dividir suas terras entre seus três filhos. Mas, em sua ingenuidade, ele ignora a sombra da corrupção que se aproxima, transformando o laço sanguíneo em rivalidade mortal. À medida que os irmãos se voltam uns contra os outros, a luta pelo poder se intensifica, ameaçando não apenas suas vidas, mas também a própria essência da honra familiar. Prepare-se para um épico confronto onde a lealdade se desfaz e a traição reina suprema.;3
Cassino;Casino;1995;8.2;Policial;Uma história de ganância, dinheiro e assassinato acontece entre dois melhores amigos: um mafioso e um executivo de cassino, que competem uns com os outros por um império de jogo e pelo amor de uma socialite.;Em um mundo envolto pela sombra da ambição, dois melhores amigos se tornam adversários mortais em uma batalha implacável por poder e riqueza. Um mafioso astuto e um executivo de cassino implacável se lançam em uma guerra de traições, onde o amor por uma deslumbrante socialite se torna o prêmio final. À medida que a ganância os consome, os limites da lealdade são testados, e o que deveria ser uma amizade se transforma em um jogo mortal. Prepare-se para uma trama repleta de reviravoltas, onde cada jogada pode ser a última.;2
Sangue Negro;There Will Be Blood;2007;8.2;Drama;Uma história sobre familia, religião, ódio e loucura, centrada na vida de um explorador de petróleo nos primeiros anos do negócio.;Em um mundo onde a ganância e a fé colidem, um audacioso explorador de petróleo mergulha nas profundezas da terra e da alma humana. Enquanto busca riquezas em um terreno repleto de segredos obscuros, ele se vê preso em uma teia de ódio e loucura, desafiando não apenas sua família, mas também suas crenças mais profundas. À medida que a pressão aumenta, suas escolhas se tornam uma batalha entre o que é sagrado e o que é profano. Prepare-se para uma jornada intensa que revelará o verdadeiro custo do sonho americano.;1
Ilha do Medo;Shutter Island;2010;8.2;Mistério;Em 1945, um policial federal dos Estados Unidos investiga o desaparecimento de um assassino que escapou de um hospital psiquiátrico.;Em meio às sombras da América de 1945, um incansável policial federal mergulha em uma teia de mistérios obscuros ao investigar o desaparecimento de um assassino astuto, que conseguiu escapar das garras de um hospital psiquiátrico. Com o tempo se esgotando e o medo crescendo, ele se vê em uma corrida contra o relógio, enfrentando os demônios de um passado sombrio. À medida que segredos sinistros vêm à tona, a linha entre a sanidade e a loucura se desfaz, revelando um jogo mortal de gato e rato. Neste thriller psicológico, a verdade pode ser mais aterradora do que a própria loucura.;2
O Labirinto do Fauno;Pan's Labyrinth;2006;8.2;Drama;Na Espanha de 1944, a filha dum oficial do exército escapa a um mundo de fantasia.;Em meio ao sombrio cenário da Espanha de 1944, uma jovem e corajosa filha de um oficial do exército se vê presa entre a cruel realidade e um mundo de sonhos mágicos. Ao escapar para esse reino de fantasia, ela descobrirá segredos antigos e enfrentará desafios inimagináveis. Em sua jornada, a linha entre o real e o imaginário se torna cada vez mais tênue, enquanto o destino de sua alma e a luta pela liberdade se entrelaçam. Prepare-se para uma odisséia que transcende o tempo, onde esperança e coragem se encontram nas sombras da guerra.;3
Os Imperdoáveis;Unforgiven;1992;8.2;Drama;O atirador do Velho Oeste, William Munny, relutantemente aceita um último trabalho com a ajuda de seu antigo amigo e um jovem.;No árido deserto do Velho Oeste, o lendário atirador William Munny é puxado para o passado quando um último trabalho surge, obrigando-o a enfrentar seus próprios demônios. Ao lado de seu fiel amigo e um jovem audacioso, ele embarca em uma jornada repleta de traição, redenção e um combate feroz contra a decadência de sua alma. Com o peso de suas escolhas pairando sobre ele, Munny deve decidir se o homem que foi merece renascer ou se o destino o condenará para sempre. Prepare-se para um épico confronto onde a linha entre justiça e vingança se torna mortalmente fina.;3
O Sexto Sentido;The Sixth Sense;1999;8.2;Drama;Um menino que consegue se comunicar com espíritos encontra ajuda de um psicólogo.;Em um mundo onde o invisível se torna palpável, um jovem solitário descobre o extraordinário dom de se comunicar com almas perdidas. Desesperado por respostas e compreensão, ele busca a ajuda de um psicólogo enigmático, que o guiará por uma jornada de revelações e mistérios. Juntos, eles enfrentarão os fantasmas do passado e desbravarão os limites entre a vida e a morte. Prepare-se para uma aventura que desafia a realidade e toca o coração.;0
Jurassic Park;Jurassic Park;1993;8.2;Ação;Durante um tour o parque sofre falta de energia eléctrica o que faz que um dinossauro clonado saia do seu claustro.;Em um parque onde a ciência desafia os limites da imaginação, a escuridão cai repentinamente, mergulhando os visitantes em um pesadelo. Um dinossauro clonado, há muito contido, escapa de seu claustro e traz à tona instintos primitivos. À medida que o caos se instala, a luta pela sobrevivência se torna uma corrida contra o tempo. Prepare-se para uma jornada aterrorizante onde a natureza se vinga do homem.;1
Uma Mente Brilhante;A Beautiful Mind;2001;8.2;Biografia;A vida do brilhante mas insociável matemático John Nash muda quando ele aceita um trabalho secreto em criptografia.;A vida do gênio solitário John Nash, um matemático brilhante, vira de cabeça para baixo quando ele é recrutado para uma missão secreta de criptografia que desafia os limites da lógica e da razão. À medida que ele mergulha nas sombras da espionagem, segredos obscuros e perigos iminentes se entrelaçam, testando não apenas sua mente, mas também sua sanidade. Em um mundo onde confiança é um luxo, Nash deve lutar contra demônios internos e externos para desvendar uma trama que pode mudar o destino da humanidade. A jornada de um homem em busca da verdade se transforma em uma batalha épica entre o intelecto e a paranoia.;2
O Tesouro da Sierra Madre;The Treasure of the Sierra Madre;1947;8.2;Aventura;Dois americanos em busca de trabalho no México convencem um homem a ajudá-los a extrair ouro nas montanhas da Serra Madre.;Em meio ao calor abrasador do deserto mexicano, dois americanos desiludidos buscam não apenas trabalho, mas a chance de transformar suas vidas. Ao cruzar caminhos com um enigmático local, eles se veem envolvidos em uma perigosa jornada para extrair ouro nas imponentes montanhas da Serra Madre. Mas a ganância pode ser uma armadilha mortal, e a amizade pode se tornar uma questão de vida ou morte. Prepare-se para uma aventura onde o desejo de riqueza desafia os limites da lealdade e da moralidade.;0
Yojimbo, o Guarda-Costas;Yojimbo;1961;8.2;Ação;Um astuto ronin chega a uma cidade dividida por duas quadrilhas criminosas e decide se confrontar para libertar a cidade.;Em uma cidade dilacerada pelo caos e pela violência, um astuto ronin surge das sombras, determinado a restaurar a paz perdida. Enfrentando a ferocidade de duas quadrilhas rivais, ele se torna a última esperança de um povo oprimido. Com coragem e habilidade afiadas, ele se prepara para um confronto épico que decidirá o destino da cidade. A luta pela liberdade começa agora, e apenas um guerreiro pode trazer a luz em meio à escuridão.;4
Onde os Fracos Não Têm Vez;No Country for Old Men;2007;8.2;Policial;Violência e caos surgem quando um caçador se depara com uma negociação de drogas que deu errado e mais de dois milhões de dólares perto do Rio Grande.;Em meio à vastidão inóspita do Rio Grande, um caçador solitário se vê tragicamente enredado em uma negociação de drogas que desmorona em um mar de violência e desespero. Com mais de dois milhões de dólares em jogo, ele se torna o alvo de forças implacáveis, onde a sobrevivência se transforma em uma batalha sangrenta contra o caos. Quando o destino o empurra para uma luta pela vida, ele descobrirá que nem todos os tesouros são dignos de serem perseguidos. Prepare-se para uma jornada intensa, onde a ganância e a traição revelam o verdadeiro custo da ambição.;1
Monty Python em Busca do Cálice Sagrado;Monty Python and the Holy Grail;1975;8.2;Aventura;O Rei Arthur e seus Cavaleiros da Távola Redonda embarcam em uma busca surrealista e de baixo orçamento pelo Santo Graal, encontrando múltiplos obstáculos estúpidos.;Em uma jornada épica repleta de humor e absurdos, o intrépido Rei Arthur e seus leais Cavaleiros da Távola Redonda partem em uma busca insana pelo lendário Santo Graal. Enfrentando desafios bizarros e obstáculos hilários, eles descobrirão que, mesmo nas situações mais inusitadas, a verdadeira bravura e amizade são os verdadeiros tesouros. Prepare-se para rir e se emocionar nesta aventura surreal que transcende os limites da imaginação. O destino do reino está em jogo, mas o que realmente importa pode estar escondido nas entrelinhas dessa busca insólita.;3
Kill Bill: Volume 1;Kill Bill: Vol. 1;2003;8.2;Ação;Depois de despertar de um coma de quatro anos, uma antiga assassina busca vingança contra o grupo de assassinos que a traiu.;Após emergir das sombras de um coma que durou quatro longos anos, uma ex-assassina, marcada pela traição, renasce com um único propósito ardente: a vingança. Com cada passo dado em sua jornada de redenção, ela confronta os fantasmas de seu passado e os homens que a traíram. Agora, armada com habilidades mortais e uma determinação implacável, ela não descansará até que cada um deles pague pelo que fez. Prepare-se para uma batalha épica, onde a fúria de uma mulher traída se transforma em uma tempestade de justiça implacável.;4
Fugindo do Inferno;The Great Escape;1963;8.2;Aventura;Prisioneiros de guerra aliados planejam uma fuga maciça de um campo alemão durante a Segunda Guerra Mundial.;No coração da Segunda Guerra Mundial, um grupo determinado de prisioneiros de guerra aliados trama uma ousada e audaciosa fuga de um impenetrável campo de concentração alemão. Com cada um deles enfrentando seus próprios demônios e a sombra da morte, a esperança se transforma em coragem enquanto eles desafiam o impossível. Juntos, eles se arriscam em uma jornada repleta de tensão e camaradagem, onde a liberdade é o prêmio supremo. Prepare-se para uma história de heroísmo, sacrifício e a eterna luta pela sobrevivência.;4
O Enigma de Outro Mundo;The Thing;1982;8.2;Terror;Um team de investigação na Antartica é perseguido por extraterrestres.;Em meio ao desolador gelo da Antártica, um intrépido time de investigadores se vê à mercê de uma ameaça que desafia a própria natureza da vida. Enquanto a tempestade se intensifica, seres de outro mundo caçam implacavelmente, transformando a gelada paisagem em um campo de batalha. Agora, eles devem lutar não apenas pela sobrevivência, mas também pelos segredos que a humanidade jamais ousou descobrir. A contagem regressiva para a última esperança da Terra começou.;1
Rashomon;Rashomon;1950;8.2;Policial;A violação de uma noiva e o assassinato de seu marido samurai são lembrados desde a perspectiva de um bandido, da noiva, do fantasma do samurai e de um lenhador.;Em um mundo onde a honra foi dilacerada, a brutal violação de uma noiva e o cruel assassinato de seu valoroso marido samurai ecoam entre os vivos e os mortos. Através das vozes de um bandido sedento por redenção, da noiva atormentada por memórias, do espírito vingativo do samurai e de um lenhador em busca de justiça, a verdade emerge das sombras. Prepare-se para uma jornada intensa onde passado e presente colidem, revelando os segredos que moldam destinos. A vingança é um eco que nunca se apaga.;4
Procurando Nemo;Finding Nemo;2003;8.2;Animação;Quando seu filho é capturado, um peixe-palhaço tímido embarca em uma viagem para trazê-lo para casa.;Quando seu amado filho é brutalmente sequestrado, um peixe-palhaço tímido, repleto de coragem escondida, se vê lançado em uma jornada épica pelas profundezas do oceano. Determinado a enfrentar os perigos e os desafios que habitam as águas traiçoeiras, ele se transforma em um herói inesperado. A cada reviravolta, a esperança e o amor o impulsionam, enquanto ele luta contra as sombras que ameaçam separar sua família para sempre. Prepare-se para mergulhar em uma aventura que desafia os limites da bravura e da determinação.;1
O Homem Elefante;The Elephant Man;1980;8.2;Biografia;Um famoso médico estuda a um jovem com a cara deformada, conhecido como Homem Elefante, ele se da conta que o homem é inteligente e de bom coração.;Em um mundo repleto de preconceitos, um renomado médico se depara com um jovem marcado pela deformidade, conhecido como o Homem Elefante. À medida que suas vidas se entrelaçam, ele descobre que por trás da aparência aterradora reside uma mente brilhante e um coração puro. Juntos, eles desafiariam as barreiras da sociedade, revelando a verdadeira essência da humanidade. Prepare-se para uma jornada emocionante que transformará não apenas suas vidas, mas também a forma como o mundo vê a beleza.;0
Chinatown;Chinatown;1974;8.2;Drama;Um detetive particular contratado para desmascarar um adúltero é pego em uma teia de fraude, corrupção e assassinato.;Em meio a sombras de traição e segredos obscuros, um detetive particular mergulha em uma investigação que revelará um mundo de fraudes, corrupção e assassinatos. À medida que ele se aprofunda na vida dupla de seu alvo, a busca pela verdade se transforma em uma luta desesperada pela sobrevivência. Em um jogo mortal onde nada é o que parece, ele descobrirá que desmascarar um adúltero pode custar muito mais do que sua própria vida. Prepare-se para uma jornada eletrizante que desafiará os limites da moralidade e da justiça.;2
Homem-Aranha: Sem Volta para Casa;Spider-Man: No Way Home;2021;8.2;Ação;Com a identidade do Homem-Aranha revelada, Peter pede ajuda ao Doutor Strange. Quando um feitiço corre mal, inimigos perigosos de outros mundos começam a aparecer, forçando Peter a descobrir o que realmente significa ser o Homem-Aranha.;Quando a verdadeira identidade do Homem-Aranha é exposta ao mundo, Peter Parker se vê em uma encruzilhada e busca a ajuda do enigmático Doutor Strange. Mas quando um feitiço arriscado dá errado, vilões de dimensões desconhecidas invadem sua realidade, testando não apenas suas habilidades, mas também suas convicções. Agora, em meio ao caos e à traição, Peter deve enfrentar os fantasmas do passado e descobrir o verdadeiro significado de ser um herói. A luta pela salvação de seu mundo e de sua essência começa!;3
V de Vingança;V for Vendetta;2005;8.2;Ação;Em um futuro da tirania britânica, um lutador clandestino conhecido como V trama um plano para derrubá-la com a ajuda de uma jovem mulher.;Em um futuro sombrio sob o jugo opressivo da tirania britânica, um destemido lutador clandestino, conhecido apenas como V, ergue-se das sombras com um audacioso plano de libertação. Junto a uma jovem mulher de coragem indomável, eles traçam um caminho repleto de perigos e intrigas, desafiando o sistema que os aprisiona. Com cada passo, a esperança renasce e a chama da revolução se acende. O destino de uma nação está em suas mãos, e a luta pela liberdade nunca foi tão intensa.;1
...E o Vento Levou;Gone with the Wind;1939;8.2;Drama;Uma mulher manipuladora e uma truhan embarcam em um romance turbulento durante a Guerra Civil Americana e o período da Reconstrução.;Em meio ao caos e à devastação da Guerra Civil Americana, uma femme fatale de coração ardente e um truhan de espírito livre se encontram em um romance explosivo. Entre traições e segredos, eles desafiam as convenções de uma sociedade em ruínas, lutando por amor enquanto o mundo ao seu redor desmorona. À medida que a Reconstrução se aproxima, suas vidas se entrelaçam em um jogo perigoso de paixão e sobrevivência. O destino os uniu, mas será o amor forte o suficiente para resistir às tempestades que se avizinham?;1
Touro Indomável;Raging Bull;1980;8.1;Biografia;A vida do boxeador Jake LaMotta, que vê como a violência e temperamento que o levam ao topo do ringue, destroem sua vida fora dele.;No coração pulsante de Nova York, Jake LaMotta, um boxeador destemido, ascende ao estrelato através da brutalidade e da fúria que o tornam um ícone do ringue. Mas, enquanto os aplausos ecoam, sua alma é consumida pela própria violência, devastando seus relacionamentos e sua paz interior. Em uma jornada de autodescoberta, ele confronta os demônios que o assombram, revelando que a verdadeira luta acontece fora das cordas. Prepare-se para uma história de glória, queda e redenção que irá tocar sua essência.;0
Disque M para Matar;Dial M for Murder;1954;8.2;Policial;Um ex-tenista decide matar a esposa para herdar o dinheiro dela e se vingar de um caso que ela havia tido. A fim de se livrar de culpas, usa um antigo colega de faculdade. Mas as coisas não vão correr como estava planeado.;Em um mundo onde ambição e traição se entrelaçam, um ex-tenista, consumido pela vingança e pela cobiça, trama a morte de sua esposa para garantir um futuro financeiro e se vingar de um amor perdido. Para executar seu plano nefasto, ele manipula um antigo colega de faculdade, envolvendo-o em uma teia de mentiras e segredos obscuros. No entanto, o destino traça caminhos imprevistos, e o que parecia ser um golpe perfeito rapidamente se transforma em um pesadelo sem saída. Prepare-se para uma jornada intensa, onde cada jogada pode custar mais do que a vida.;1
O Castelo Animado;Howl's Moving Castle;2004;8.2;Animação;Uma jovem sem autoconfiança é amaldiçoada com um corpo envelhecido por uma bruxa odiosa. Sua única chance de quebrar o feitiço é um jovem feiticeiro em um castelo itinerante.;Em um mundo onde a beleza é um fardo e a confiança se esvai, uma jovem vulnerável é tragicamente amaldiçoada por uma bruxa maligna, sua alma aprisionada em um corpo envelhecido. A única esperança de libertação reside em um jovem feiticeiro, cuja magia poderosa habita um castelo em constante movimento. Em uma jornada repleta de perigos e revelações, ela descobrirá que a verdadeira força vem de dentro. Será o amor e a coragem suficientes para quebrar o feitiço e restaurar sua verdadeira essência?;1
Jogos, Trapaças e Dois Canos Fumegantes;Lock, Stock and Two Smoking Barrels;1998;8.1;Ação;Um jogo de cartas em Londres desencadeia um confronto entre quatro amigos, plantadores de maconha, agiotas e cobradores de dívidas em uma série de eventos curiosos, tudo por algo de maria, dinheiro e duas pistolas antigas.;Em um Londres envolto em sombras, quatro amigos se veem imersos em um jogo de cartas que rapidamente se transforma em um campo de batalha por poder e lealdade. A busca por um tesouro de erva, dinheiro e duas pistolas antigas revela segredos obscuros e alianças traiçoeiras, enquanto agiotas e cobradores de dívidas entram em cena. À medida que a tensão se intensifica, cada jogada pode ser a última, e a amizade se torna um risco mortal. Prepare-se para uma jornada alucinante onde cada carta pode mudar o destino.;2
O Segredo dos Seus Olhos;The Secret in Their Eyes;2009;8.2;Drama;Um assessor jurídico aposentado escreve um romance com a esperança de fechar um de seus antigos casos de homicídio, que permanece sem solução, e superar o amor não correspondido que sentia por seu chefe. Décadas depois, ambas as memórias continuam a persegui-lo.;Em um mundo onde as sombras do passado se entrelaçam com as palavras do presente, um assessor jurídico aposentado mergulha na escrita de um romance, buscando não apenas a resolução de um crime que assombra sua alma, mas também a coragem de enfrentar um amor não correspondido que o aprisionou por décadas. À medida que as páginas se desenrolam, os ecos de suas memórias se tornam mais intensos, revelando segredos obscuros e anseios não esquecidos. Agora, ele enfrentará os fantasmas que o perseguem, em uma jornada que poderá finalmente libertá-lo ou consumi-lo. O tempo é implacável, mas a verdade está a um passo de ser revelada.;1
Divertida Mente;Inside Out;2015;8.1;Animação;Quando o jovem Riley se muda á San Francisco deberá lidiar com suas emoções.;Ao deixar sua cidade natal para trás, o jovem Riley se vê imerso na agitação de San Francisco, onde suas emoções, personificadas em uma batalha interna, lutam para encontrar seu lugar em um novo mundo. Entre risos e lágrimas, ele descobre que a verdadeira coragem reside em aceitar a mudança e enfrentar os desafios do coração. Prepare-se para uma jornada emocional que revelará o poder das memórias e a força dos laços afetivos. Nesta cidade vibrante, Riley aprenderá que cada emoção tem seu papel e que, juntos, eles podem superar qualquer obstáculo.;1
Os Suspeitos;Prisoners;2013;8.1;Policial;Quando a filha de Keller Dover e sua amiguinha desaparecem, ele decide investigar o caso por sua conta enquanto a polícia segue múltiplas pistas e a pressão para resolver o caso aumenta.;Quando a doce filha de Keller Dover e sua inseparável amiga desaparecem misteriosamente, um pai tomado pelo desespero decide assumir o controle da investigação. Enquanto a polícia se perde em pistas e a pressão para resolver o caso se intensifica, Keller mergulha em um mundo sombrio de segredos e mentiras. Em uma corrida contra o tempo, ele enfrentará os limites da moralidade para descobrir a verdade. A busca por justiça se transforma em uma jornada sombria e angustiante, onde cada escolha pode custar tudo.;1
Três Anúncios para um Crime;Three Billboards Outside Ebbing, Missouri;2017;8.1;Comédia;Uma mãe desafia pessoalmente as autoridades locais para resolver o assassinato de sua filha.;Em um mundo onde a dor e a injustiça se entrelaçam, uma mãe destemida decide enfrentar as autoridades que deveriam protegê-la. Consumida pela sede de justiça, ela mergulha em uma jornada sombria, desafiando o sistema que falhou em salvar sua filha. Cada passo a aproxima de uma verdade oculta, onde o amor e a vingança se tornam inseparáveis. Prepare-se para uma luta implacável por redenção e verdade em meio à escuridão.;1
A Ponte do Rio Kwai;The Bridge on the River Kwai;1957;8.1;Aventura;Depois de resolver suas diferenças com um japonês, o comandante do campo, um coronel britânico, coopera para supervisionar a construção de uma ponte ferroviária.;Em meio ao caos da Segunda Guerra Mundial, um coronel britânico, após uma tensa reconciliação com um engenheiro japonês, embarca em uma jornada de redenção e colaboração. Juntos, eles enfrentam os desafios de construir uma ponte ferroviária que pode mudar o destino de muitos. Em um cenário de tensão e esperança, eles descobrirão que a verdadeira vitória reside na união e no entendimento. Prepare-se para uma história épica de superação e camaradagem em tempos de guerra.;4
Trainspotting: Sem Limites;Trainspotting;1996;8.1;Drama;Renton, profundamente imerso no mundo das drogas em Edimburgo, tenta sair do ambiente apesar da má influência dos amigos.;Em meio às sombrias ruas de Edimburgo, Renton se vê aprisionado em um ciclo vicioso de dependência e traição. Lutando contra as correntes invisíveis que o prendem a seus amigos destrutivos, ele se vê diante de uma escolha angustiante: permanecer na escuridão ou buscar a luz da redenção. A batalha entre a esperança e a perdição se intensifica, enquanto ele luta para escapar de um destino trágico. Será que Renton conseguirá romper os laços que o prendem a um passado devastador?;1
Fargo: Uma Comédia de Erros;Fargo;1996;8.1;Policial;O crime de Jerry Lundegaard se desfaz devido à falta de sorte dele e de seus colegas e ao persistente trabalho polícia.;Em um jogo mortal de ambição e desespero, Jerry Lundegaard se vê preso em uma teia de mentiras que ameaça desmoronar a cada instante. Com a sorte contra ele e aliados incompetentes, seu plano criminoso se desintegra sob o olhar implacável de uma polícia incansável. À medida que o cerco se fecha, a tensão atinge seu ápice, revelando até onde um homem pode ir para escapar do seu destino. Prepare-se para uma jornada sombria onde a traição e a desgraça dançam em um cenário de crime e desespero.;2
Guerreiro;Warrior;2011;8.1;Ação;O filho pequeno de um exboxer alcoólatra volta para casa, onde seu pai o treina para um torneio de artes marciais mistas.;Em um lar marcado pela dor e pela decadência, um jovem sonhador retorna à casa de seu pai, um ex-boxeador afundado no vício do álcool. Juntos, eles embarcam em uma jornada de redenção, onde cada golpe no ringue é uma luta contra os demônios do passado. Sob a orientação rigorosa de um homem que já foi um campeão, o garoto encontra força nas sombras e coragem em meio ao caos. Prepare-se para uma batalha épica, onde o amor e a superação se entrelaçam em um torneio que mudará suas vidas para sempre.;3
